NAME: Inst_15_Medium_Inspire_23
TYPE: UAV-COVERAGE-RECHARGE
DIMENSION: 30
CRITICAL_LOCATIONS: 23
CANDIDATE_STATIONS: 6
BATTERY_CAPACITY: 19008
MAX_ROUTE_LENGTH: 27000.0
DRONE_COST: 2000
STATION_COST: 1000
NODE_DATA_SECTION
# ID	TYPE	X		Y		BETA
0	0	0.0		0.0		0
1	1	396.4		8272.3		1540
2	1	895.1		2579.6		1540
3	1	768.3		358.9		1540
4	1	3384.0		6068.9		1540
5	1	7297.6		5351.5		1540
6	1	7431.9		2321.7		1540
7	1	1078.5		7151.7		1540
8	1	7413.3		3900.8		1540
9	1	1377.5		3974.5		1540
10	1	5487.8		3692.0		1540
11	1	3693.8		5755.0		1540
12	1	7344.5		4303.5		1540
13	1	2936.9		527.6		1540
14	1	5302.6		1395.9		1540
15	1	2841.1		429.7		1540
16	1	2082.2		6823.9		1540
17	1	2310.4		8291.2		1540
18	1	1513.6		5112.8		1540
19	1	115.3		6209.1		1540
20	1	8978.1		5109.1		1540
21	1	5223.0		4575.1		1540
22	1	4529.7		4770.2		1540
23	1	4832.7		7150.2		1540
24	2	272.7		6927.6		0
25	2	6961.6		4466.0		0
26	2	8862.1		8850.3		0
27	2	1447.1		1448.3		0
28	2	890.9		3294.9		0
29	2	4865.7		7348.8		0
EOF
