NAME: Inst_13_Hard_Phantom
TYPE: UAV-COVERAGE-RECHARGE
DIMENSION: 59
CRITICAL_LOCATIONS: 46
CANDIDATE_STATIONS: 12
BATTERY_CAPACITY: 17664
DRONE_COST: 1200
STATION_COST: 1000
NODE_DATA_SECTION
# ID	TYPE	X		Y		BETA
0	0	0.0		0.0		0
1	1	9426.8		5004.7		1920
2	1	4938.0		804.4		1920
3	1	398.6		4320.3		1920
4	1	3223.2		2503.7		1920
5	1	913.3		9619.1		1920
6	1	8359.6		5752.0		1920
7	1	9507.9		9995.7		1920
8	1	6722.8		2695.1		1920
9	1	402.3		7562.7		1920
10	1	4705.0		6515.1		1920
11	1	9160.7		1814.9		1920
12	1	5853.3		6347.8		1920
13	1	4917.3		912.4		1920
14	1	3479.6		3333.1		1920
15	1	6701.3		8577.3		1920
16	1	3298.0		6936.7		1920
17	1	2882.2		9451.9		1920
18	1	8135.7		5501.0		1920
19	1	4548.3		3145.2		1920
20	1	3232.7		9701.8		1920
21	1	4041.8		5146.0		1920
22	1	9881.2		6576.6		1920
23	1	5425.9		4132.5		1920
24	1	1875.8		3617.8		1920
25	1	7564.4		6254.1		1920
26	1	7599.9		2035.6		1920
27	1	5492.2		9276.7		1920
28	1	4381.2		6982.5		1920
29	1	1214.3		9731.5		1920
30	1	6088.7		2393.0		1920
31	1	1583.8		5508.4		1920
32	1	5522.5		932.1		1920
33	1	9922.6		9129.3		1920
34	1	4614.5		1174.7		1920
35	1	8321.4		4983.8		1920
36	1	7166.0		5088.7		1920
37	1	2734.2		8347.2		1920
38	1	9802.4		2437.3		1920
39	1	5512.7		3835.9		1920
40	1	9218.7		5082.4		1920
41	1	8793.3		8640.3		1920
42	1	2762.5		7900.1		1920
43	1	4149.4		9342.5		1920
44	1	5077.4		8205.5		1920
45	1	2828.4		2985.6		1920
46	1	5869.4		9989.0		1920
47	2	4896.4		1486.0		0
48	2	5385.8		3451.2		0
49	2	5519.2		5434.3		0
50	2	4553.4		3217.8		0
51	2	1886.5		6975.0		0
52	2	5718.0		2335.6		0
53	2	7755.4		436.5		0
54	2	7447.1		7052.3		0
55	2	8114.1		3860.8		0
56	2	6636.9		8207.5		0
57	2	9808.2		4953.3		0
58	2	370.2		5022.9		0
EOF
