NAME: Inst_16_Hard_Phantom_35
TYPE: UAV-COVERAGE-RECHARGE
DIMENSION: 45
CRITICAL_LOCATIONS: 35
CANDIDATE_STATIONS: 9
BATTERY_CAPACITY: 17664
MAX_ROUTE_LENGTH: 28500.0
DRONE_COST: 1200
STATION_COST: 1000
NODE_DATA_SECTION
# ID	TYPE	X		Y		BETA
0	0	0.0		0.0		0
1	1	250.6		8991.2		1920
2	1	126.1		3024.8		1920
3	1	7649.6		7731.8		1920
4	1	2143.0		4610.2		1920
5	1	102.0		5037.1		1920
6	1	4556.6		8938.7		1920
7	1	6020.5		2191.5		1920
8	1	8078.1		1425.4		1920
9	1	3112.4		8804.6		1920
10	1	5129.5		6531.4		1920
11	1	6270.6		4511.4		1920
12	1	4139.1		6173.0		1920
13	1	384.0		1439.4		1920
14	1	5457.0		3632.7		1920
15	1	3212.6		4966.0		1920
16	1	8652.7		4164.9		1920
17	1	5919.0		6252.0		1920
18	1	8538.0		7509.2		1920
19	1	4230.0		2905.2		1920
20	1	5142.5		4212.2		1920
21	1	8355.5		3473.7		1920
22	1	8182.0		5773.6		1920
23	1	6429.6		555.9		1920
24	1	1128.6		7862.3		1920
25	1	626.3		2413.2		1920
26	1	8794.7		1757.8		1920
27	1	3947.3		1235.0		1920
28	1	2534.2		8202.0		1920
29	1	8087.6		1412.8		1920
30	1	4539.5		8506.0		1920
31	1	7351.9		1667.0		1920
32	1	3613.3		7747.3		1920
33	1	4103.8		2570.6		1920
34	1	4291.5		7874.4		1920
35	1	2304.8		5649.6		1920
36	2	8112.6		8712.9		0
37	2	7812.2		3756.1		0
38	2	4145.6		2814.9		0
39	2	1938.8		7346.6		0
40	2	694.5		7944.5		0
41	2	5713.2		593.6		0
42	2	5429.6		2532.6		0
43	2	2942.9		1777.0		0
44	2	3672.1		4144.6		0
EOF
