NAME: Inst_08_Medium_Phantom_16
TYPE: UAV-COVERAGE-RECHARGE
DIMENSION: 21
CRITICAL_LOCATIONS: 16
CANDIDATE_STATIONS: 4
BATTERY_CAPACITY: 17664
MAX_ROUTE_LENGTH: 22500.0
DRONE_COST: 1200
STATION_COST: 1000
NODE_DATA_SECTION
# ID	TYPE	X		Y		BETA
0	0	0.0		0.0		0
1	1	2093.0		5854.3		1920
2	1	418.9		5981.2		1920
3	1	1908.6		4242.1		1920
4	1	6215.0		1926.5		1920
5	1	5098.0		7259.0		1920
6	1	4744.0		2583.1		1920
7	1	1332.3		7476.1		1920
8	1	2250.6		6452.2		1920
9	1	4152.3		1132.8		1920
10	1	2947.5		2832.9		1920
11	1	4611.8		1690.2		1920
12	1	4024.0		4138.1		1920
13	1	1868.6		6272.5		1920
14	1	3641.7		6206.9		1920
15	1	6737.1		5395.8		1920
16	1	4864.6		5177.0		1920
17	2	1163.0		5460.4		0
18	2	6997.4		4987.1		0
19	2	4983.9		6132.5		0
20	2	4367.7		7124.4		0
EOF
